('35867', ['italian'])
('45117', ['southern_us'])
('42983', ['korean'])
('46939', ['southern_us'])
('22848', ['british'])
('35320', ['mexican'])
('31475', ['indian'])
('34271', ['mexican'])
('37771', [])
('27624', ['chinese', 'thai'])
('24905', ['southern_us'])
('37791', ['brazilian'])
('48840', ['brazilian'])
('4179', ['mexican'])
('1405', ['indian'])
('6678', ['italian'])
('42803', ['italian'])
('9169', ['mexican'])
('21253', ['mexican'])
('1632', ['indian'])
('22538', ['french'])
('8787', ['indian'])
('26628', ['mexican'])
('42608', [])
('17884', ['southern_us'])
('31121', ['southern_us'])
('21593', ['indian', 'greek'])
('48987', ['thai'])
('26587', [])
('2316', ['italian'])
('14025', ['greek'])
('45767', ['chinese'])
('46164', ['jamaican'])
('29425', ['italian'])
('3323', [])
('43094', ['cajun_creole'])
('47527', ['cajun_creole'])
('13456', ['cajun_creole'])
('21798', [])
('11458', ['cajun_creole'])
('38247', ['southern_us'])
('16695', ['indian'])
('48944', ['indian'])
('32604', ['filipino'])
('47198', ['italian'])
('22311', [])
('5730', ['thai'])
('10212', ['southern_us'])
('33983', [])
('19940', [])
('13686', ['mexican'])
('49060', [])
('9544', ['italian'])
('40101', [])
('21417', ['japanese'])
('16141', ['mexican'])
('49260', ['indian'])
('35770', ['mexican'])
('20229', ['thai'])
('31530', ['spanish'])
('21410', [])
('15900', [])
('48160', ['cajun_creole'])
('11041', ['brazilian'])
('37169', [])
('46370', ['italian'])
('23031', ['italian'])
('32048', ['southern_us', 'cajun_creole'])
('15627', ['indian'])
('41665', ['greek'])
('8006', [])
('34349', ['italian'])
('35196', ['mexican'])
('45780', ['indian'])
('32241', ['italian'])
('31854', ['japanese'])
('43668', ['french'])
('19298', ['korean'])
('12896', ['mexican'])
('5118', ['indian'])
('26289', ['italian'])
('7340', [])
('44825', ['moroccan'])
('38578', ['indian'])
('24641', ['thai'])
('5247', [])
('41576', ['mexican'])
('23873', ['cajun_creole'])
('21637', ['southern_us'])
('20507', ['korean'])
('3429', ['thai'])
('15638', ['southern_us'])
('17499', ['italian'])
('9228', ['greek'])
('9810', ['french'])
('37925', ['japanese'])
('42417', ['italian'])
('34919', ['indian'])
('20244', ['brazilian'])
('31490', ['indian'])
('45445', ['french'])
('38430', ['italian'])
('8659', ['chinese'])
('7626', [])
('9825', ['mexican'])
('14989', ['italian'])
('10056', ['italian'])
('19999', ['mexican'])
('3225', ['jamaican'])
('8164', ['italian'])
('11350', ['italian'])
('13072', ['french', 'russian'])
('42521', ['italian'])
('41325', ['thai'])
('11529', ['mexican'])
('27062', ['italian'])
('34194', ['italian'])
('49204', ['moroccan'])
('28475', ['indian'])
('18465', ['italian'])
('26786', ['japanese'])
('13566', [])
('19414', ['thai', 'vietnamese'])
('40211', ['mexican'])
('11356', ['mexican'])
('17587', ['indian'])
('41807', [])
('12425', ['mexican'])
('33580', ['italian'])
('29380', [])
('14526', ['chinese'])
('47338', ['thai'])
('24919', ['italian'])
('16347', [])
('24453', ['indian'])
('46591', ['mexican'])
('45671', ['italian'])
('35996', ['indian', 'thai'])
('4783', ['southern_us'])
('49572', ['indian'])
('23565', ['southern_us'])
('25918', [])
('38516', ['chinese', 'korean'])
('4675', ['chinese'])
('21471', ['british'])
('10922', ['southern_us'])
('2484', ['greek'])
('13470', ['thai'])
('31535', ['italian'])
('12435', ['southern_us'])
('37086', ['italian'])
('31594', [])
('18355', ['southern_us'])
('2014', ['indian'])
('9188', ['southern_us'])
('19634', ['southern_us', 'cajun_creole'])
('8738', ['italian'])
('40548', ['indian'])
('7708', ['italian'])
('18827', ['mexican'])
('23616', ['korean'])
('37829', ['indian'])
('36081', ['vietnamese'])
('3545', ['korean'])
('37385', ['chinese'])
('10270', [])
('19209', ['indian'])
('25802', ['chinese'])
('19918', ['southern_us'])
('21344', ['italian'])
('33121', ['chinese'])
('8826', [])
('21311', [])
('45542', [])
('17729', [])
('34634', ['italian'])
('23732', ['italian'])
('49053', [])
('6811', [])
('15905', ['mexican'])
('1061', ['chinese', 'filipino'])
('24184', ['italian'])
('11741', ['indian'])
('6381', ['italian'])
('13027', ['italian'])
('10117', ['mexican'])
('14329', ['italian'])
('22933', ['southern_us'])
('16803', [])
('31296', ['mexican'])
('39355', ['korean'])
('11652', ['mexican'])
('34566', ['italian'])
('32509', [])
('29347', ['italian'])
('1745', ['filipino'])
('9128', ['vietnamese'])
('39594', ['southern_us'])
('35772', ['italian'])
('7485', [])
('40305', ['cajun_creole'])
('47075', [])
('22988', ['mexican'])
('1200', ['southern_us'])
('24362', [])
('5720', [])
('23916', ['italian'])
('5400', [])
('811', ['southern_us'])
('26571', ['thai'])
('13769', [])
('44493', ['chinese'])
('33214', ['thai'])
('18862', ['thai'])
('24876', [])
('10209', ['italian'])
('9598', [])
('15241', ['thai'])
('24249', ['russian'])
('10143', ['french'])
('38673', ['italian'])
('4255', ['mexican'])
('16117', [])
('2532', [])
('28985', [])
('38428', [])
('12211', [])
('10810', ['italian'])
('36876', ['moroccan'])
('12195', ['british'])
('13637', ['italian'])
('27047', ['moroccan'])
('5859', ['southern_us'])
('6443', ['indian'])
('33728', [])
('13183', ['italian'])
('16670', [])
('37897', ['russian'])
('39018', ['southern_us'])
('3103', ['japanese'])
('35306', ['southern_us'])
('15242', ['chinese'])
('24967', ['thai'])
('41765', [])
('5327', ['chinese'])
('34252', ['thai'])
('13794', ['mexican'])
('34027', [])
('584', ['cajun_creole'])
('31926', ['italian'])
('49012', ['southern_us'])
('15844', [])
('32341', ['italian'])
('11516', ['vietnamese'])
('21953', ['italian'])
('20207', [])
('49429', ['indian'])
('7031', ['indian'])
('5676', ['mexican'])
('43090', ['mexican'])
('11045', [])
('17', ['italian'])
('43553', ['italian'])
('35988', ['italian'])
('1921', ['southern_us'])
('2539', ['italian'])
('48757', ['southern_us'])
('38771', ['greek'])
('39403', ['japanese'])
('32088', ['mexican'])
('11392', ['french'])
('27394', [])
('23713', ['mexican'])
('37626', ['greek'])
('10618', ['brazilian'])
('25932', ['southern_us'])
('2751', ['indian'])
('38843', ['mexican'])
('35031', [])
('49000', ['cajun_creole'])
('49104', ['southern_us'])
('569', [])
('32796', ['indian'])
('10388', [])
('25254', ['thai'])
('38205', [])
('11565', ['southern_us'])
('31476', [])
('31656', [])
('7007', ['chinese'])
('42827', [])
('17651', ['indian'])
('36869', [])
('11648', ['greek'])
('37356', ['italian'])
('37880', [])
('32839', ['japanese'])
('38553', [])
('16325', ['southern_us'])
('20696', ['italian'])
('17605', ['indian'])
('35933', [])
('22243', ['italian'])
('38237', ['southern_us'])
('25591', ['chinese'])
('47530', [])
('33523', ['chinese'])
('23581', ['mexican'])
('1295', ['vietnamese'])
('38318', ['cajun_creole'])
('35345', [])
('35281', ['mexican'])
('3927', [])
('10230', ['southern_us'])
('36351', [])
('34282', ['thai'])
('48957', ['italian'])
('32724', ['japanese'])
('14236', ['italian'])
('2954', ['filipino'])
('49162', ['italian'])
('31967', ['cajun_creole'])
('18537', [])
('4342', [])
('38952', ['italian'])
('23003', [])
('10166', ['mexican'])
('2159', [])
('41456', [])
('41930', [])
('18673', ['southern_us'])
('13042', ['korean'])
('14495', ['indian'])
('24711', ['vietnamese'])
('2970', ['moroccan'])
('43253', ['mexican'])
('29042', ['chinese'])
('31614', ['italian'])
('34351', ['italian'])
('30867', ['british'])
('28477', [])
('37124', ['mexican'])
('18582', [])
('14633', ['italian'])
('19271', ['mexican', 'southern_us'])
('28679', ['indian'])
('38280', ['indian'])
('11581', ['italian'])
('25258', [])
('47848', ['southern_us'])
('1784', ['mexican'])
('33342', ['mexican'])
('48533', ['italian'])
('23411', ['mexican'])
('33448', ['indian'])
('18704', ['italian'])
('40910', ['french'])
('30898', [])
('2099', ['indian'])
('40308', [])
('21153', ['russian'])
('22276', [])
('4306', [])
('40786', ['mexican'])
('37326', ['italian'])
('39463', ['mexican'])
('33170', [])
('7343', [])
('43787', ['chinese'])
('35474', [])
('31459', [])
('14064', [])
('20798', ['greek'])
('42133', ['italian'])
('5922', ['chinese'])
('38432', ['italian'])
('48076', ['chinese'])
('27710', [])
('35636', ['indian'])
('38159', ['chinese'])
('4683', [])
('30198', ['italian'])
('3930', ['southern_us', 'cajun_creole'])
('22160', ['chinese'])
('40345', ['british'])
('37888', ['thai'])
('13998', [])
('1638', ['italian'])
('46028', ['russian'])
('47317', ['italian'])
('35252', ['mexican'])
('18428', ['greek'])
('36593', [])
('15924', ['chinese'])
('38218', ['french'])
('47484', ['french'])
('38574', [])
('29368', [])
('3954', ['mexican'])
('28668', [])
('36855', [])
('14492', [])
('28371', ['italian'])
('32530', ['thai'])
('43463', ['italian'])
('37071', [])
('3502', ['chinese'])
('18686', ['mexican'])
('31069', [])
('8088', ['mexican'])
('43833', [])
('29125', ['filipino'])
('47149', ['italian'])
('9091', ['french'])
('9630', [])
('33503', ['filipino'])
('42729', ['jamaican'])
('43589', [])
('7078', ['chinese'])
('15699', [])
('47413', [])
('49113', ['southern_us'])
('460', ['thai'])
('19736', ['indian'])
('10826', ['filipino'])
('3265', ['greek'])
('3111', ['mexican'])
('38408', ['southern_us'])
('24686', ['thai', 'vietnamese'])
('48800', ['southern_us', 'moroccan'])
('1427', [])
('10300', [])
('27089', [])
('15529', ['mexican', 'korean'])
('44757', ['filipino'])
('27894', [])
('35502', ['mexican'])
('2483', ['indian'])
('19981', ['italian'])
('27816', ['chinese'])
('11681', [])
('7138', ['italian'])
('19924', ['mexican'])
('39745', ['italian'])
('19496', ['italian'])
('23450', [])
('42169', ['korean'])
('32212', ['vietnamese'])
('14696', ['mexican'])
('46874', ['chinese'])
('20213', ['indian'])
('33302', ['greek'])
('3979', ['french'])
('34036', [])
('8266', ['mexican'])
('36020', ['cajun_creole'])
('1484', ['mexican'])
('27495', ['vietnamese'])
('16651', ['italian'])
('8410', ['mexican'])
('10510', ['chinese'])
('44796', ['mexican'])
('16838', [])
('46732', ['italian'])
('16352', ['southern_us'])
('44314', ['mexican'])
('27629', [])
('42196', ['italian'])
('40560', ['mexican'])
('20468', ['chinese'])
('30367', ['indian'])
('2254', ['brazilian'])
('36367', ['chinese'])
('46998', ['mexican'])
('23535', ['french'])
('6574', ['korean'])
('45908', [])
('44080', ['southern_us'])
('26041', ['thai'])
('7207', ['indian'])
('45169', ['chinese'])
('47894', [])
('33947', ['mexican'])
('17413', ['mexican'])
('28346', ['southern_us'])
('34297', ['cajun_creole'])
('42619', ['mexican'])
('44644', ['italian'])
('15901', [])
('40542', ['chinese'])
('25849', [])
('34305', ['indian'])
('36144', ['italian'])
('41477', ['mexican'])
('35221', [])
('40265', ['italian'])
('36237', ['indian'])
('39431', [])
('6912', ['vietnamese'])
('16627', ['russian'])
('701', ['southern_us'])
('43796', ['indian'])
('27672', [])
('41527', ['indian', 'thai'])
('23586', ['french'])
('43678', ['cajun_creole'])
('35589', ['indian'])
('16534', ['italian', 'french'])
('418', ['indian'])
('46113', ['jamaican'])
('28501', ['mexican'])
('26973', ['italian'])
('19783', ['french'])
('8996', ['mexican'])
('7314', ['korean'])
('1147', ['italian'])
('17791', [])
('43972', ['mexican'])
('32715', ['southern_us'])
('7866', ['mexican'])
('26517', ['southern_us', 'irish'])
('48647', ['southern_us'])
('29020', ['jamaican'])
('42025', ['cajun_creole'])
('17443', ['southern_us', 'spanish'])
('21066', ['southern_us'])
('7801', ['italian'])
('24666', ['vietnamese'])
('44316', ['mexican'])
('27372', [])
('13178', ['indian'])
('31714', ['brazilian'])
('28624', ['mexican'])
('49304', ['mexican'])
('31020', ['mexican'])
('31087', ['french'])
('29862', ['indian'])
('39473', [])
('25378', [])
('12671', ['southern_us'])
('13439', ['indian'])
('34166', ['cajun_creole'])
('40474', ['italian'])
('22551', [])
('16405', ['moroccan'])
('35581', ['cajun_creole'])
('25846', ['indian'])
('33604', ['southern_us'])
('34109', [])
('40028', ['italian'])
('13107', ['vietnamese'])
('4808', ['mexican'])
('41804', ['korean'])
('41148', ['greek'])
('35313', ['mexican'])
('37861', ['italian'])
('1173', ['thai'])
('7426', ['southern_us'])
('45299', ['mexican'])
('35100', ['thai'])
('47652', ['mexican'])
('10878', [])
('7867', ['indian'])
('32704', ['southern_us'])
('35412', ['italian'])
('12097', ['cajun_creole'])
('3315', [])
('24432', [])
('37740', ['mexican'])
('6806', [])
('1735', ['thai'])
('42406', [])
('9302', ['southern_us'])
('3031', ['french'])
('49680', ['chinese'])
('3263', ['mexican'])
('16581', ['italian'])
('4553', ['mexican'])
('38926', ['greek'])
('29433', ['italian'])
('27034', [])
('10738', [])
('16731', ['korean'])
('47404', ['italian'])
('31976', ['japanese'])
('18164', ['french'])
('48678', ['mexican'])
('33387', ['italian'])
('33522', ['thai'])
('10743', [])
('25007', ['italian'])
('40467', ['southern_us'])
('47151', ['moroccan'])
('37046', ['moroccan', 'irish'])
('32266', ['italian'])
('45386', ['mexican'])
('19792', ['mexican'])
('46420', ['chinese'])
('47692', ['italian'])
('34066', ['mexican'])
('32884', ['italian'])
('24652', ['mexican'])
('13674', ['mexican'])
('13645', ['greek'])
('8619', ['italian'])
('49051', ['mexican'])
('3124', ['thai'])
('19115', ['indian'])
('13077', [])
('31179', [])
('34143', ['moroccan'])
('8965', ['indian'])
('31767', ['greek'])
('41400', ['southern_us'])
('15089', ['mexican'])
('8416', [])
('19917', ['japanese'])
('14502', ['mexican'])
('33733', ['chinese'])
('34663', [])
('8383', ['southern_us'])
('21818', ['japanese'])
('5818', ['chinese'])
('7013', ['southern_us'])
('30556', ['indian'])
('20470', ['mexican'])
('18616', [])
('13778', ['italian'])
('39388', ['korean'])
('8596', ['chinese', 'filipino'])
('2547', [])
('30662', ['mexican', 'southern_us'])
('47474', ['french'])
('4721', [])
('34141', ['italian'])
('22264', ['italian'])
('28264', ['cajun_creole'])
('31528', ['cajun_creole'])
('2830', ['thai'])
('46415', ['mexican'])
('25059', ['italian'])
('26604', ['british'])
('23743', ['mexican'])
('44532', [])
('42060', ['greek'])
('28131', [])
('48664', ['cajun_creole'])
('41946', [])
('24321', ['thai'])
('11864', [])
('5844', ['southern_us'])
('16629', ['mexican'])
('1999', ['chinese'])
('14213', ['thai'])
('13948', ['mexican'])
('23806', ['italian'])
('44990', [])
('17920', ['southern_us'])
('15873', [])
('10036', [])
('3009', ['cajun_creole'])
('31143', ['moroccan'])
('49029', ['italian'])
('39576', ['mexican'])
('17663', ['filipino'])
('40518', [])
('48164', [])
('43296', ['indian'])
('12123', ['indian'])
('40450', ['moroccan'])
('34431', ['french'])
('27549', ['italian'])
('19266', ['greek'])
('47886', [])
('15437', ['mexican'])
('43615', [])
('33842', ['mexican'])
('34815', [])
('23812', ['chinese'])
('43871', ['greek'])
('45924', ['moroccan'])
('44470', ['french'])
('14277', ['southern_us'])
('22501', ['indian'])
('27843', [])
('41826', ['southern_us'])
('5088', ['vietnamese'])
('1733', ['chinese'])
('36099', ['southern_us'])
('4401', ['italian'])
('21852', [])
('21437', ['italian', 'greek'])
('13904', ['french'])
('4543', ['french'])
('40095', ['chinese'])
('31834', [])
('34991', ['indian'])
('42268', [])
('16258', ['italian'])
('47015', ['chinese'])
('14347', ['italian'])
('32450', ['italian'])
('1560', ['italian'])
('339', [])
('15917', ['southern_us'])
('29211', [])
('34937', [])
('29572', ['greek'])
('30216', [])
('26379', [])
('29409', ['mexican'])
('42870', ['korean'])
('9075', ['cajun_creole'])
('18439', [])
('17808', ['moroccan'])
('38885', ['italian'])
('10405', ['mexican'])
('15435', ['greek'])
('26943', ['mexican'])
('19404', ['thai'])
('46730', ['filipino'])
('48861', [])
('26319', ['greek'])
('2144', ['mexican'])
('32747', ['italian'])
('6294', [])
('33934', ['italian'])
('8003', ['spanish', 'moroccan'])
('3444', [])
('44640', ['italian'])
('4143', ['mexican'])
('4594', [])
('30578', ['southern_us'])
('5188', ['southern_us'])
('45160', ['italian'])
('9000', ['italian'])
('27885', ['italian'])
('43708', ['indian'])
('7619', ['italian'])
('29914', [])
('7788', ['southern_us'])
('15188', ['japanese'])
('19464', ['thai'])
('2295', [])
('13498', ['chinese'])
('4251', [])
('41978', ['italian'])
('48652', ['italian'])
('40353', ['italian', 'french'])
('17649', ['russian'])
('1017', [])
('3932', ['italian'])
('10734', ['indian'])
('5799', [])
('15082', ['mexican'])
('23013', ['italian'])
('8842', [])
('34003', ['thai'])
('49612', ['italian'])
('15968', ['french'])
('3296', ['italian'])
('28612', [])
('3244', [])
('28521', ['thai'])
('21679', ['italian'])
('4234', ['chinese'])
('43991', ['southern_us'])
('24672', ['chinese'])
('49408', ['japanese'])
('22105', ['thai'])
('25598', [])
('36725', ['mexican'])
('9619', ['southern_us'])
('39613', [])
('25756', ['mexican'])
('4020', [])
('42577', ['italian'])
('30258', ['french'])
('42447', ['southern_us'])
('16044', ['southern_us'])
('23040', ['mexican'])
('45934', ['mexican'])
('10717', [])
('31393', ['southern_us'])
('4516', ['cajun_creole'])
('48306', ['french'])
('45875', ['french'])
('29177', ['italian'])
('49350', ['italian'])
('37331', ['italian'])
('42442', [])
('15394', ['mexican'])
('28394', ['italian'])
('10048', ['greek'])
('8338', ['chinese'])
('31332', ['italian'])
('10665', ['jamaican'])
('4301', ['indian'])
('16331', ['italian'])
('47601', [])
('35610', ['french'])
('24695', ['greek'])
('17307', ['korean'])
('9768', ['japanese'])
('30583', [])
('39758', ['southern_us'])
('10393', ['mexican'])
('18736', ['brazilian'])
('46268', ['italian'])
